problem_id,language,reference_length,cand_1_codebleu,cand_1_compile,cand_1_pass,cand_2_codebleu,cand_2_compile,cand_2_pass,cand_3_codebleu,cand_3_compile,cand_3_pass,cand_4_codebleu,cand_4_compile,cand_4_pass,cand_5_codebleu,cand_5_compile,cand_5_pass,cand_6_codebleu,cand_6_compile,cand_6_pass,cand_7_codebleu,cand_7_compile,cand_7_pass,cand_8_codebleu,cand_8_compile,cand_8_pass,cand_9_codebleu,cand_9_compile,cand_9_pass,cand_10_codebleu,cand_10_compile,cand_10_pass,cand_11_codebleu,cand_11_compile,cand_11_pass,cand_12_codebleu,cand_12_compile,cand_12_pass,cand_13_codebleu,cand_13_compile,cand_13_pass,cand_14_codebleu,cand_14_compile,cand_14_pass,cand_15_codebleu,cand_15_compile,cand_15_pass,cand_16_codebleu,cand_16_compile,cand_16_pass
92,dart,382,0.74402,1,0,0.5144,1,0,0.75152,1,0,0.41893,1,0,0.74402,1,0,0.74402,1,0,0.65575,0,0,0.7457,1,0,0.60672,0,0,0.57616,1,0,0.57017,1,0,0.44238,0,0,0.49184,0,0,0.63344,1,0,0.75957,1,0,0.75957,1,0
93,dart,1033,0.6576,0,0,0.68679,0,0,0.70765,0,0,0.6563,0,0,0.69329,0,0,0.64126,0,0,0.53728,0,0,0.63622,1,0,0.71829,0,0,0.7222,0,0,0.67601,0,0,0.66263,1,0,0.64729,0,0,0.66446,0,0,0.68684,0,0,0.66623,0,0
94,dart,1025,0.71339,1,0,0.69493,0,0,0.59167,0,0,0.68244,0,0,0.65876,1,0,0.4676,0,0,0.67042,1,0,0.65151,0,0,0.35675,1,0,0.6359,1,0,0.75,1,0,0.6716,1,0,0.69783,1,0,0.58635,0,0,0.55308,1,0,0.50617,0,0
95,dart,1265,0.69616,1,0,0.61935,1,0,0.66788,1,0,0.70727,1,0,0.65261,1,0,0.70551,1,0,0.68759,1,0,0.61655,0,0,0.59558,1,0,0.57736,0,0,0.59163,0,0,0.62221,1,0,0.69492,1,0,0.57635,0,0,0.60213,1,0,0.6843,0,0
96,dart,501,0.73198,0,0,0.62281,0,0,0.72878,0,0,0.63558,0,0,0.78107,1,0,0.78933,0,0,0.73442,0,0,0.62272,1,0,0.67344,1,0,0.7742,0,0,0.76634,1,0,0.78646,1,0,0.67982,1,0,0.70588,1,0,0.77742,0,0,0.58725,0,0
97,dart,351,0.50926,1,0,0.69163,0,0,0.49245,0,0,0.47293,1,0,0.39873,1,0,0.41702,0,0,0.56273,0,0,0.75312,1,0,0.48759,0,0,0.43933,0,0,0.57734,0,0,0.56851,1,0,0.53979,1,0,0.44425,0,0,0.51273,1,0,0.60606,1,0
98,dart,525,0.67894,1,0,0.62214,0,0,0.53233,0,0,0.60591,1,0,0.4323,0,0,0.56446,0,0,0.61046,1,0,0.62528,1,0,0.5522,0,0,0.60558,0,0,0.56239,0,0,0.61143,1,0,0.59977,0,0,0.64665,0,0,0.49458,0,0,0.59217,0,0
99,dart,976,0.59433,0,0,0.67268,1,1,0.72059,0,0,0.62583,1,0,0.66606,0,0,0.56108,0,0,0.75002,0,1,0.63126,0,0,0.67531,0,0,0.64889,1,0,0.60484,0,0,0.65634,0,0,0.63949,0,0,0.67638,0,0,0.6412,0,0,0.71359,1,0
100,dart,348,0.56575,1,0,0.6246,1,0,0.60621,1,0,0.49519,1,0,0.66073,1,0,0.5847,1,1,0.48362,0,0,0.48912,1,0,0.6024,1,0,0.75199,1,0,0.75274,1,0,0.75626,1,0,0.58782,1,0,0.4515,0,0,0.75606,1,1,0.65993,1,0
101,dart,825,0.7336,1,1,0.69232,1,0,0.74711,1,0,0.57803,0,0,0.67397,0,0,0.62336,1,0,0.67169,1,0,0.60713,0,0,0.7397,1,0,0.67367,0,0,0.7148,0,0,0.73885,1,0,0.67495,0,0,0.69941,0,0,0.65686,1,0,0.67463,0,0
102,dart,584,0.59794,1,0,0.69445,1,0,0.71988,1,0,0.70034,1,0,0.52167,0,0,0.56069,0,0,0.71194,1,0,0.56638,0,0,0.73357,1,0,0.48564,0,0,0.57973,1,0,0.4727,1,0,0.64713,0,0,0.69418,1,0,0.64453,1,0,0.72331,1,0
104,dart,1008,0.65912,0,0,0.59882,0,0,0.65802,0,0,0.68568,1,0,0.6587,1,0,0.61543,1,0,0.64392,0,0,0.68088,0,0,0.64521,1,0,0.61783,1,0,0.6328,1,0,0.63804,1,0,0.6377,0,0,0.6177,1,0,0.65577,1,0,0.61585,0,0
105,dart,655,0.6591,0,0,0.70509,1,0,0.6634,1,0,0.65823,0,0,0.64611,0,0,0.76845,0,0,0.42942,1,0,0.53375,1,0,0.65423,0,0,0.67663,1,0,0.65897,0,0,0.61673,0,0,0.7003,1,0,0.68834,0,0,0.67687,0,0,0.57355,1,0
106,dart,541,0.68764,1,0,0.649,0,0,0.61861,1,0,0.67724,0,0,0.6065,0,0,0.74661,1,0,0.58805,0,0,0.60363,0,0,0.61429,1,0,0.57636,0,0,0.67971,0,0,0.66601,1,0,0.61678,1,0,0.51068,0,0,0.74959,1,0,0.62147,0,0
107,dart,932,0.59726,1,0,0.55749,0,0,0.65802,0,0,0.62636,0,0,0.46903,0,0,0.63816,0,0,0.39199,0,0,0.58734,0,0,0.58299,0,0,0.55556,0,0,0.56676,0,0,0.37178,0,0,0.60671,0,0,0.40156,0,0,0.41193,0,0,0.64956,1,0
108,dart,615,0.61383,1,0,0.58593,1,0,0.60499,0,0,0.61422,1,0,0.51911,0,0,0.61231,1,0,0.27058,1,0,0.68514,1,0,0.59321,1,0,0.58589,1,0,0.59897,1,0,0.55908,1,0,0.62878,1,0,0.62879,0,0,0.63779,1,0,0.51268,1,0
109,dart,689,0.53437,0,0,0.36451,1,0,0.55883,1,0,0.59752,1,1,0.50805,1,0,0.49463,0,0,0.58276,1,0,0.46667,1,0,0.55022,1,0,0.33144,0,0,0.69374,0,0,0.5711,0,0,0.71146,1,0,0.25546,1,0,0.58009,1,0,0.64587,1,0
110,dart,457,0.24608,0,0,0.48471,0,0,0.59873,1,0,0.49578,0,0,0.64882,1,0,0.42336,1,0,0.60438,1,0,0.53134,0,0,0.41925,0,0,0.59207,0,0,0.57357,0,0,0.5247,1,0,0.62235,1,0,0.59917,0,0,0.59943,0,0,0.25385,0,0
111,dart,771,0.66968,1,0,0.66554,0,0,0.70017,0,0,0.6764,1,0,0.66708,0,0,0.64533,0,0,0.66205,0,0,0.70696,1,0,0.6586,1,0,0.62414,0,0,0.6728,0,0,0.6592,0,0,0.65761,0,0,0.66987,0,0,0.63084,1,0,0.75,1,0
112,dart,486,0.36942,0,0,0.38296,0,0,0.55047,0,0,0.35305,0,0,0.42976,0,0,0.44231,0,0,0.45706,0,0,0.42979,0,0,0.58092,1,0,0.419,0,0,0.4176,0,0,0.49506,0,0,0.43493,0,0,0.43604,0,0,0.51966,0,0,0.49849,1,0
113,dart,856,0.46351,0,0,0.73527,1,0,0.61907,0,0,0.73339,1,0,0.69976,1,0,0.67567,0,0,0.60601,0,0,0.73387,1,0,0.70695,1,0,0.61942,0,0,0.67455,0,0,0.68473,0,0,0.40074,1,1,0.68826,0,0,0.71585,0,0,0.57967,0,0
114,dart,653,0.67725,0,0,0.68104,0,0,0.60017,1,0,0.62036,1,1,0.63568,0,0,0.5596,0,0,0.63561,1,0,0.64328,1,1,0.61532,1,0,0.52617,0,0,0.57168,1,0,0.41169,0,0,0.46039,1,0,0.6165,1,0,0.56827,0,0,0.37595,0,0
115,dart,769,0.43947,0,0,0.49202,0,0,0.54271,0,0,0.12485,0,0,0.41731,0,0,0.51083,0,0,0.43351,1,0,0.41724,1,0,0.52189,0,0,0.42871,0,0,0.49355,0,0,0.46814,0,0,0.52032,1,0,0.46567,0,0,0.51125,1,0,0.46837,0,0
116,dart,512,0.72603,1,0,0.55622,0,0,0.31357,1,0,0.62046,1,0,0.52573,0,0,0.55355,1,0,0.49524,1,0,0.47551,1,0,0.41818,0,0,0.47687,0,0,0.49437,0,0,0.58602,0,0,0.46097,1,0,0.57542,0,0,0.55341,1,0,0.72603,1,0
117,dart,875,0.66228,0,0,0.61745,0,0,0.61731,0,0,0.66886,0,0,0.71618,1,0,0.68429,0,0,0.53393,0,0,0.67323,0,0,0.68444,1,0,0.63907,1,0,0.64335,0,0,0.68196,1,0,0.6144,0,0,0.68302,0,0,0.67431,1,0,0.66478,0,0
118,dart,626,0.57544,0,0,0.53112,0,0,0.64736,0,0,0.58441,0,0,0.65281,0,0,0.68045,1,0,0.51717,1,0,0.67042,0,0,0.65449,1,0,0.59927,0,0,0.69784,0,0,0.57386,0,0,0.52358,1,0,0.64139,0,0,0.48327,0,0,0.70325,0,0
119,dart,672,0.67162,1,0,0.6366,1,0,0.63672,0,0,0.71074,0,0,0.58645,0,0,0.63791,1,0,0.56407,1,0,0.63136,1,0,0.6576,0,0,0.69263,1,0,0.6581,1,0,0.66092,1,0,0.62254,1,0,0.59341,0,0,0.67104,1,0,0.63508,0,0
120,dart,986,0.58588,0,0,0.60144,0,0,0.56423,0,0,0.75,0,0,0.59866,1,0,0.64422,1,0,0.64374,1,0,0.5999,1,0,0.60081,1,0,0.64183,1,0,0.63702,0,0,0.53292,1,0,0.52841,0,0,0.64772,1,0,0.60211,1,0,0.6117,1,0
121,dart,484,0.72709,1,0,0.63725,0,0,0.7409,1,0,0.69191,1,0,0.66951,0,0,0.59702,1,0,0.70564,1,0,0.6754,0,0,0.67282,1,0,0.70564,1,0,0.69776,1,0,0.6062,1,0,0.70375,1,0,0.70564,1,0,0.68079,0,0,0.70577,1,0
122,dart,854,0.54672,1,0,0.52824,1,0,0.55111,1,0,0.52776,1,0,0.51366,1,0,0.57941,1,0,0.75,0,0,0.4655,0,0,0.50176,0,0,0.55061,1,0,0.52285,1,0,0.68045,1,0,0.62081,0,0,0.51673,0,0,0.59046,0,0,0.52445,1,0
123,dart,633,0.70314,0,0,0.7434,0,0,0.61995,0,0,0.73393,0,0,0.73197,0,0,0.65804,0,0,0.73127,1,0,0.73904,0,0,0.70333,1,0,0.7232,0,0,0.75883,0,0,0.71776,0,0,0.68965,0,0,0.75893,1,0,0.76052,0,0,0.57938,0,0
124,dart,1190,0.4969,0,0,0.68797,1,0,0.69475,1,1,0.64147,1,1,0.69754,1,1,0.69177,1,1,0.71578,1,0,0.71211,0,0,0.71725,0,0,0.70455,0,0,0.64788,0,0,0.69534,0,0,0.65844,1,1,0.71837,0,0,0.71591,0,0,0.6635,0,0
126,dart,805,0.74326,1,0,0.75124,1,0,0.75207,1,0,0.72839,1,0,0.7509,1,0,0.74356,1,0,0.74301,1,0,0.75178,1,0,0.72839,1,0,0.75122,1,0,0.75122,1,0,0.75124,1,0,0.72839,1,0,0.75167,1,0,0.74356,1,0,0.74274,1,0
127,dart,740,0.6093,1,0,0.7385,1,0,0.7136,1,0,0.7147,0,0,0.74237,1,0,0.72591,1,0,0.72919,1,0,0.7173,1,0,0.67734,1,0,0.7431,0,0,0.71395,1,0,0.74353,1,0,0.73671,1,0,0.74747,0,0,0.70929,0,0,0.74584,1,0
128,dart,585,0.5961,1,0,0.52544,1,0,0.55362,0,0,0.51325,1,0,0.51414,1,0,0.60247,1,0,0.58794,1,0,0.5023,1,0,0.54996,0,0,0.49754,0,0,0.50593,1,0,0.57231,1,0,0.59355,1,0,0.54682,1,0,0.58635,0,0,0.54622,0,0
129,dart,2674,0.67334,1,0,0.6017,0,0,0.67955,0,0,0.64225,0,0,0.63008,0,0,0.61147,0,0,0.59147,0,0,0.51727,0,0,0.59287,0,0,0.5546,0,0,0.59996,0,0,0.54583,0,0,0.55037,0,0,0.59484,1,0,0.59313,0,0,0.3052,0,0
130,dart,424,0.62173,0,0,0.65203,1,0,0.6504,1,0,0.62908,1,0,0.66763,0,0,0.69126,1,0,0.52338,0,0,0.65495,0,0,0.50798,0,0,0.66608,0,0,0.73427,1,0,0.61159,0,0,0.65177,1,0,0.67026,1,0,0.60649,1,0,0.60991,0,0
131,dart,551,0.55324,0,0,0.62019,1,0,0.62646,0,0,0.61098,0,0,0.62645,0,0,0.49474,0,0,0.60536,0,0,0.53625,1,0,0.56237,0,0,0.55469,0,0,0.5844,1,0,0.61686,0,0,0.55644,0,0,0.6136,0,0,0.61545,0,0,0.60949,0,0
132,dart,807,0.66765,1,0,0.61446,0,0,0.59324,0,0,0.58091,0,0,0.44272,0,0,0.56549,0,0,0.42624,0,0,0.45972,0,0,0.59178,0,0,0.6552,1,0,0.62439,1,0,0.63495,1,0,0.58114,0,0,0.63991,1,0,0.55284,0,0,0.47874,0,0
133,dart,443,0.59837,0,0,0.66994,0,0,0.69284,0,0,0.60131,1,0,0.60446,0,0,0.62364,0,0,0.67492,0,0,0.6308,1,0,0.55425,0,0,0.6926,1,0,0.44082,0,0,0.69284,0,0,0.53773,0,0,0.74067,0,0,0.58629,0,0,0.68294,0,0
134,dart,804,0.61774,1,0,0.51842,1,0,0.59051,0,0,0.59118,0,0,0.63497,1,0,0.70487,1,0,0.70487,1,0,0.70487,1,0,0.70321,1,0,0.71322,1,0,0.67278,1,0,0.70487,1,0,0.60879,0,0,0.54033,0,0,0.70487,1,0,0.65777,1,0
135,dart,483,0.54041,1,0,0.53649,0,0,0.52103,0,0,0.45326,0,0,0.4872,0,0,0.55911,1,0,0.24223,0,0,0.49985,0,0,0.46119,0,0,0.54351,0,0,0.38242,0,0,0.60627,1,0,0.50274,1,0,0.53272,1,0,0.41921,0,0,0.53071,0,0
136,dart,826,0.21545,0,0,0.54883,0,0,0.55718,0,0,0.50002,0,0,0.55607,1,0,0.2433,1,0,0.53363,0,0,0.54003,0,0,0.61495,0,0,0.27089,1,0,0.52689,0,0,0.58254,1,0,0.51704,1,0,0.55301,0,0,0.59295,0,0,0.54421,1,0
138,dart,420,0.58352,1,0,0.51038,1,0,0.50281,1,0,0.40831,0,0,0.65806,1,0,0.72614,1,0,0.50343,1,0,0.50313,0,0,0.5045,1,0,0.54358,0,0,0.50882,0,0,0.67644,1,0,0.50868,1,0,0.49184,0,0,0.73545,1,1,0.64575,1,0
139,dart,504,0.4926,0,0,0.46413,0,0,0.56415,1,0,0.54853,0,0,0.57074,0,0,0.62432,0,0,0.64803,1,0,0.56716,0,0,0.54063,0,0,0.60269,0,0,0.65127,1,0,0.57872,0,0,0.63339,1,0,0.73392,1,0,0.58183,0,0,0.64067,1,0
140,dart,890,0.64868,0,0,0.70314,0,0,0.63947,0,0,0.51961,0,0,0.65893,1,0,0.63109,1,0,0.58316,0,0,0.64542,1,0,0.58001,0,0,0.65903,0,0,0.50482,0,0,0.5549,0,0,0.57643,1,0,0.56485,1,0,0.6239,1,0,0.60217,0,0
141,dart,929,0.60052,0,0,0.59614,0,0,0.57148,0,0,0.40611,1,0,0.57963,0,0,0.57968,0,0,0.61358,1,0,0.66646,1,0,0.55326,1,0,0.65479,0,0,0.57869,0,0,0.64244,1,0,0.60215,0,0,0.71805,1,0,0.59764,0,0,0.67493,1,0
142,dart,603,0.66058,1,0,0.6197,1,0,0.6913,1,0,0.66721,1,0,0.62158,1,0,0.59328,1,0,0.61965,1,0,0.67219,1,0,0.6743,0,0,0.69421,1,0,0.70732,1,0,0.64828,1,0,0.67998,1,0,0.60681,1,0,0.6458,1,0,0.62163,1,0
143,dart,1191,0.5758,0,0,0.64469,0,0,0.58995,0,0,0.61285,1,0,0.61659,0,0,0.59422,0,0,0.56799,1,0,0.58149,0,0,0.6891,1,0,0.65212,1,0,0.56996,0,0,0.58121,0,0,0.59007,0,0,0.28162,0,0,0.62216,0,0,0.61678,0,0
144,dart,855,0.75191,1,0,0.36495,0,0,0.65208,0,0,0.75428,1,0,0.62453,0,0,0.70734,1,0,0.54901,0,0,0.27211,1,0,0.72844,1,0,0.50183,0,0,0.73327,1,0,0.72527,1,0,0.58768,0,0,0.64947,0,0,0.73577,1,0,0.72951,1,0
145,dart,1199,0.51158,1,0,0.50584,0,0,0.59832,0,0,0.62633,1,0,0.58131,1,0,0.66023,0,0,0.68661,0,0,0.61892,1,0,0.62933,0,0,0.57779,0,0,0.64286,0,0,0.6752,0,0,0.56028,1,0,0.75,1,0,0.61957,1,0,0.73223,1,0
146,dart,751,0.6136,1,0,0.66192,1,0,0.51609,0,0,0.53705,1,0,0.72166,1,0,0.52592,1,0,0.67634,1,0,0.57332,1,0,0.69612,1,0,0.41238,0,0,0.69254,1,0,0.58959,1,0,0.61112,1,0,0.61964,1,0,0.67539,0,0,0.57533,0,0
147,dart,716,0.7289,0,0,0.59416,1,0,0.70913,0,0,0.65241,1,0,0.58655,0,0,0.59621,0,0,0.63852,0,0,0.65373,1,0,0.64956,1,0,0.66293,0,0,0.73911,0,0,0.77467,1,0,0.64557,1,0,0.69881,1,0,0.75931,0,0,0.64258,1,0
149,dart,951,0.59108,0,0,0.57396,0,0,0.72049,1,0,0.64116,0,0,0.52456,0,0,0.63501,0,0,0.49575,0,0,0.75,1,0,0.29829,0,0,0.7072,0,0,0.63551,1,0,0.52422,1,0,0.70091,1,0,0.57756,0,0,0.35475,0,0,0.59822,0,0
150,dart,495,0.72533,1,0,0.53982,1,0,0.68614,1,0,0.59881,0,0,0.72533,1,0,0.70796,1,0,0.67804,1,0,0.62143,1,0,0.65357,0,0,0.72533,1,0,0.60474,1,0,0.69834,1,0,0.72533,1,0,0.70055,1,0,0.72533,1,0,0.70208,0,0
151,dart,605,0.5847,0,0,0.42913,0,0,0.57113,0,0,0.52631,0,0,0.55522,0,0,0.62888,0,0,0.51367,0,0,0.60743,0,0,0.53184,0,0,0.45669,0,0,0.46127,0,0,0.58584,0,0,0.52714,0,0,0.58453,0,0,0.52461,0,0,0.53768,0,0
152,dart,537,0.43781,0,0,0.5771,0,0,0.59568,0,0,0.60446,1,0,0.36983,0,0,0.45034,0,0,0.51921,0,0,0.64501,0,0,0.41936,0,0,0.60809,0,0,0.50777,0,0,0.54351,0,0,0.54674,1,0,0.58237,0,0,0.50011,1,0,0.49205,0,0
153,dart,989,0.42504,0,0,0.67272,1,0,0.67818,1,0,0.61669,1,0,0.59901,0,0,0.6165,1,0,0.66495,0,0,0.64731,1,0,0.67818,1,0,0.57812,1,0,0.64429,1,0,0.50417,1,0,0.69653,0,0,0.67242,0,0,0.52018,0,0,0.61455,0,0
154,dart,608,0.75191,1,0,0.49353,1,1,0.57909,1,0,0.67093,0,0,0.5876,1,0,0.47513,0,0,0.61679,1,0,0.60536,1,0,0.62921,1,0,0.60656,0,0,0.52258,0,0,0.59243,1,0,0.55591,1,0,0.67086,1,0,0.57869,1,0,0.60741,1,0
155,dart,530,0.58226,1,0,0.62989,0,0,0.53642,0,0,0.59655,1,0,0.62135,0,0,0.59595,0,0,0.67281,0,0,0.72732,1,0,0.59661,0,0,0.64218,0,0,0.66973,1,0,0.64187,1,0,0.548,0,0,0.67769,1,0,0.61559,0,0,0.63355,0,0
156,dart,1144,0.54012,0,0,0.37757,0,0,0.62849,1,0,0.53233,0,0,0.59486,0,0,0.6019,1,0,0.56659,0,0,0.50424,0,0,0.49241,1,0,0.47908,0,0,0.58793,0,0,0.64264,1,0,0.41539,0,0,0.61259,1,0,0.45674,0,0,0.65277,0,0
157,dart,519,0.73911,1,0,0.50387,1,1,0.56215,1,1,0.56178,1,1,0.55262,1,1,0.56264,1,1,0.78641,1,1,0.77031,1,1,0.76421,1,0,0.57769,0,0,0.5238,1,1,0.53346,0,0,0.61774,0,0,0.5124,0,0,0.56264,1,1,0.77031,1,1
158,dart,537,0.45995,0,0,0.70686,1,0,0.6065,0,0,0.53196,1,0,0.59463,1,0,0.55198,0,0,0.49586,0,0,0.60821,1,0,0.55508,0,0,0.69843,0,0,0.56505,1,0,0.38912,0,0,0.4753,0,0,0.54015,1,0,0.59579,1,0,0.61049,1,0
159,dart,404,0.56392,0,0,0.50096,0,0,0.60079,0,0,0.63606,1,0,0.50049,0,0,0.32328,0,0,0.58513,0,0,0.43351,0,0,0.71652,1,0,0.57763,1,0,0.59586,0,0,0.64788,1,0,0.60082,0,0,0.61714,0,0,0.63138,0,0,0.56449,1,0
160,dart,1962,0.57321,0,0,0.61325,0,0,0.57648,0,0,0.68735,0,0,0.62886,0,0,0.60272,0,0,0.57591,0,0,0.68952,0,0,0.59525,0,0,0.59804,1,0,0.70601,0,0,0.60895,0,0,0.59126,0,0,0.66045,0,0,0.69154,1,0,0.67728,0,0
161,dart,723,0.50521,0,0,0.634,0,0,0.6708,0,0,0.5074,0,0,0.64859,0,0,0.42702,0,0,0.70708,1,0,0.62479,0,0,0.66011,0,0,0.6727,0,0,0.70065,1,0,0.53722,0,0,0.54444,0,0,0.56324,0,0,0.73611,1,0,0.71429,0,0
163,dart,628,0.67887,1,0,0.5941,1,0,0.6255,0,0,0.6687,1,0,0.69592,1,0,0.75,0,0,0.62565,0,0,0.58395,1,0,0.64618,1,0,0.75235,0,0,0.62615,0,0,0.61188,1,0,0.69014,0,0,0.60499,1,0,0.75002,1,0,0.75,0,0
