problem_id,language,reference_length,cand_1_codebleu,cand_1_compile,cand_1_pass,cand_2_codebleu,cand_2_compile,cand_2_pass,cand_3_codebleu,cand_3_compile,cand_3_pass,cand_4_codebleu,cand_4_compile,cand_4_pass,cand_5_codebleu,cand_5_compile,cand_5_pass,cand_6_codebleu,cand_6_compile,cand_6_pass,cand_7_codebleu,cand_7_compile,cand_7_pass,cand_8_codebleu,cand_8_compile,cand_8_pass,cand_9_codebleu,cand_9_compile,cand_9_pass,cand_10_codebleu,cand_10_compile,cand_10_pass,cand_11_codebleu,cand_11_compile,cand_11_pass,cand_12_codebleu,cand_12_compile,cand_12_pass,cand_13_codebleu,cand_13_compile,cand_13_pass,cand_14_codebleu,cand_14_compile,cand_14_pass,cand_15_codebleu,cand_15_compile,cand_15_pass,cand_16_codebleu,cand_16_compile,cand_16_pass,cand_17_codebleu,cand_17_compile,cand_17_pass,cand_18_codebleu,cand_18_compile,cand_18_pass,cand_19_codebleu,cand_19_compile,cand_19_pass,cand_20_codebleu,cand_20_compile,cand_20_pass,cand_21_codebleu,cand_21_compile,cand_21_pass,cand_22_codebleu,cand_22_compile,cand_22_pass,cand_23_codebleu,cand_23_compile,cand_23_pass,cand_24_codebleu,cand_24_compile,cand_24_pass,cand_25_codebleu,cand_25_compile,cand_25_pass
55,dart,348,0.33145,0,0,0.33811,0,0,0.34338,0,0,0.26389,0,0,0.275,0,0,0.26,0,0,0.26865,0,0,0.26136,0,0,0.3125,0,0,0.2625,0,0,0.375,0,0,0.26316,0,0,0.34453,0,0,0.33415,0,0,0.3125,0,0,0.27778,0,0,0.25893,0,0,0.31248,0,0,0.33498,0,0,0.31907,0,0,0.27533,0,0,0.34423,0,0,0.29051,0,0,0.33885,0,0,0.33826,0,0
56,dart,521,0.375,0,0,0.3125,0,0,0.30556,0,0,0.28571,0,0,0.33333,0,0,0.29688,0,0,0.26786,0,0,0.3125,0,0,0.33333,0,0,0.28709,0,0,0.4375,0,0,0.27083,0,0,0.3125,0,0,0.3,0,0,0.28571,0,0,0.39583,0,0,0.27778,0,0,0.27778,0,0,0.375,0,0,0.31696,0,0,0.30495,0,0,0.28125,0,0,0.32853,0,0,0.30048,0,0,0.3125,0,0
57,dart,1185,0.28739,0,0,0.27566,0,0,0.30807,0,0,0.28709,0,0,0.25806,0,0,0.34583,0,0,0.36905,0,0,0.31945,0,0,0.32765,0,0,0.30676,0,0,0.3244,0,0,0.28229,0,0,0.32778,0,0,0.26087,0,0,0.26786,0,0,0.31613,0,0,0.32586,0,0,0.28994,0,0,0.375,0,0,0.27042,0,0,0.3125,0,0,0.26733,0,0,0.32337,0,0,0.34167,0,0,0.37083,0,0
58,dart,754,0.29167,0,0,0.3125,0,0,0.29512,0,0,0.26136,0,0,0.2786,0,0,0.32273,0,0,0.32441,0,0,0.3125,0,0,0.25926,0,0,0.26471,0,0,0.2786,0,0,0.27705,0,0,0.26136,0,0,0.33002,0,0,0.32566,0,0,0.275,0,0,0.28709,0,0,0.26821,0,0,0.32566,0,0,0.26471,0,0,0.26786,0,0,0.32381,0,0,0.32273,0,0,0.26389,0,0,0.27778,0,0
59,dart,383,0.32087,0,0,0.26154,0,0,0.26391,0,0,0.27137,0,0,0.31858,0,0,0.3075,0,0,0.29607,0,0,0.32179,0,0,0.26852,0,0,0.35823,0,0,0.30014,0,0,0.3021,0,0,0.33767,0,0,0.32056,0,0,0.27387,0,0,0.31387,0,0,0.3125,0,0,0.27174,0,0,0.49107,0,0,0.27083,0,0,0.29973,0,0,0.27213,0,0,0.275,0,0,0.35,0,0,0.3125,0,0
60,dart,338,0.45833,0,0,0.26667,0,0,0.38959,0,0,0.27189,0,0,0.3546,0,0,0.4028,0,0,0.3993,0,0,0.3637,0,0,0.32142,0,0,0.27941,0,0,0.3356,0,0,0.30472,0,0,0.36603,0,0,0.31342,0,0,0.28125,0,0,0.29379,0,0,0.28468,0,0,0.3511,0,0,0.28431,0,0,0.375,0,0,0.33204,0,0,0.35059,0,0,0.36694,0,0,0.27378,0,0,0.34386,0,0
61,dart,1156,0.33696,0,0,0.4375,0,0,0.37803,0,0,0.32609,0,0,0.475,0,0,0.42857,0,0,0.4625,0,0,0.34722,0,0,0.40833,0,0,0.32731,0,0,0.44886,0,0,0.355,0,0,0.34211,0,0,0.47159,0,0,0.30833,0,0,0.32731,0,0,0.375,0,0,0.33455,0,0,0.43031,0,0,0.45833,0,0,0.425,0,0,0.3375,0,0,0.44464,0,0,0.43261,0,0,0.3125,0,0
62,dart,870,0.32917,0,0,0.44127,0,0,0.48098,0,0,0.4584,0,0,0.35417,0,0,0.46751,0,0,0.47281,0,0,0.41072,0,0,0.37265,0,0,0.33625,0,0,0.53571,0,0,0.41354,0,0,0.41914,0,0,0.37545,0,0,0.54167,0,0,0.47408,0,0,0.38737,0,0,0.437,0,0,0.49169,0,0,0.37083,0,0,0.40952,0,0,0.32237,0,0,0.41923,0,0,0.43261,0,0,0.45139,0,0
63,dart,675,0.27778,0,0,0.33333,0,0,0.27778,0,0,0.32501,0,0,0.2619,0,0,0.26667,0,0,0.25862,0,0,0.33571,0,0,0.27279,0,0,0.27083,0,0,0.33524,0,0,0.3,0,0,0.27566,0,0,0.32917,0,0,0.26471,0,0,0.29889,0,0,0.41073,0,0,0.26562,0,0,0.33632,0,0,0.27787,0,0,0.29802,0,0,0.28573,0,0,0.27273,0,0,0.3125,0,0,0.27566,0,0
64,dart,594,0.32145,0,0,0.25962,0,0,0.29709,0,0,0.27043,0,0,0.29167,0,0,0.29167,0,0,0.30963,0,0,0.28524,0,0,0.31001,0,0,0.3125,0,0,0.32611,0,0,0.32036,0,0,0.3125,0,0,0.26,0,0,0.27566,0,0,0.29198,0,0,0.30004,0,0,0.32115,0,0,0.34191,0,0,0.29428,0,0,0.27336,0,0,0.29091,0,0,0.28463,0,0,0.26667,0,0,0.26963,0,0
65,dart,1274,0.55357,0,0,0.3125,0,0,0.38889,0,0,0.43571,0,0,0.54167,0,0,0.5,0,0,0.625,0,0,0.45769,0,0,0.44196,0,0,0.51389,0,0,0.51429,0,0,0.38889,0,0,0.39583,0,0,0.33333,0,0,0.33333,0,0,0.4625,0,0,0.40625,0,0,0.43333,0,0,0.41667,0,0,0.45139,0,0,0.41667,0,0,0.375,0,0,0.25,0,0,0.41374,0,0,0.34375,0,0
66,dart,523,0.25926,0,0,0.3125,0,0,0.25926,0,0,0.25758,0,0,0.32341,0,0,0.3,0,0,0.26,0,0,0.29943,0,0,0.30844,0,0,0.30584,0,0,0.3125,0,0,0.26786,0,0,0.29473,0,0,0.26,0,0,0.32797,0,0,0.28328,0,0,0.30947,0,0,0.31449,0,0,0.3125,0,0,0.27273,0,0,0.25962,0,0,0.32591,0,0,0.3125,0,0,0.30818,0,0,0.32277,0,0
67,dart,882,0.32292,0,0,0.27381,0,0,0.26786,0,0,0.27448,0,0,0.25694,0,0,0.375,0,0,0.3375,0,0,0.35263,0,0,0.32323,0,0,0.3625,0,0,0.26316,0,0,0.32339,0,0,0.26562,0,0,0.26923,0,0,0.36042,0,0,0.27778,0,0,0.26389,0,0,0.33333,0,0,0.2619,0,0,0.31667,0,0,0.32386,0,0,0.27129,0,0,0.28571,0,0,0.32381,0,0,0.3,0,0
68,dart,1130,0.27273,0,0,0.34821,0,0,0.29196,0,0,0.34583,0,0,0.26667,0,0,0.5,0,0,0.39583,0,0,0.29356,0,0,0.31119,0,0,0.3125,0,0,0.27083,0,0,0.375,0,0,0.33333,0,0,0.33333,0,0,0.26471,0,0,0.26786,0,0,0.3125,0,0,0.42424,0,0,0.3,0,0,0.26667,0,0,0.51042,0,0,0.3,0,0,0.26471,0,0,0.5,0,0,0.28571,0,0
69,dart,1179,0.32943,0,0,0.32766,0,0,0.27273,0,0,0.32917,0,0,0.28125,0,0,0.32885,0,0,0.3109,0,0,0.27667,0,0,0.32386,0,0,0.26,0,0,0.30782,0,0,0.3125,0,0,0.33631,0,0,0.30715,0,0,0.26935,0,0,0.3,0,0,0.31471,0,0,0.26316,0,0,0.3125,0,0,0.26389,0,0,0.32408,0,0,0.28709,0,0,0.2968,0,0,0.30239,0,0,0.31981,0,0
70,dart,1058,0.30903,0,0,0.27778,0,0,0.28333,0,0,0.25,0,0,0.32885,0,0,0.3125,0,0,0.3125,0,0,0.26795,0,0,0.30441,0,0,0.32174,0,0,0.27941,0,0,0.31548,0,0,0.27,0,0,0.27087,0,0,0.33448,0,0,0.26471,0,0,0.2864,0,0,0.26997,0,0,0.38839,0,0,0.28778,0,0,0.375,0,0,0.35606,0,0,0.32248,0,0,0.31945,0,0,0.31667,0,0
71,dart,1381,0.27778,0,0,0.26667,0,0,0.3,0,0,0.34167,0,0,0.345,0,0,0.26087,0,0,0.31923,0,0,0.28571,0,0,0.3125,0,0,0.32632,0,0,0.32738,0,0,0.375,0,0,0.2934,0,0,0.34167,0,0,0.29821,0,0,0.5,0,0,0.33125,0,0,0.34167,0,0,0.28125,0,0,0.3125,0,0,0.34524,0,0,0.375,0,0,0.5,0,0,0.375,0,0,0.3125,0,0
72,dart,1241,0.33261,0,0,0.28,0,0,0.27965,0,0,0.25735,0,0,0.325,0,0,0.27083,0,0,0.3375,0,0,0.27327,0,0,0.32,0,0,0.27223,0,0,0.35,0,0,0.35664,0,0,0.31696,0,0,0.3,0,0,0.3125,0,0,0.3325,0,0,0.29058,0,0,0.25833,0,0,0.26667,0,0,0.25926,0,0,0.33424,0,0,0.27186,0,0,0.3125,0,0,0.26819,0,0,0.3125,0,0
73,dart,381,0.26087,0,0,0.3,0,0,0.2714,0,0,0.33572,0,0,0.28155,0,0,0.29356,0,0,0.33127,0,0,0.26667,0,0,0.26471,0,0,0.25862,0,0,0.45833,0,0,0.30882,0,0,0.28125,0,0,0.30911,0,0,0.29167,0,0,0.275,0,0,0.3125,0,0,0.26923,0,0,0.38333,0,0,0.27273,0,0,0.39583,0,0,0.25962,0,0,0.29515,0,0,0.28125,0,0,0.31944,0,0
74,dart,166,0.47949,0,0,0.54138,0,0,0.38487,0,0,0.49162,0,0,0.44845,0,0,0.44182,0,0,0.52511,0,0,0.31945,0,0,0.26667,0,0,0.30437,0,0,0.32091,0,0,0.26471,0,0,0.29831,0,0,0.40828,0,0,0.41337,0,0,0.4169,0,0,0.53481,0,0,0.37127,0,0,0.36614,0,0,0.41432,0,0,0.2848,0,0,0.41927,0,0,0.27895,0,0,0.5239,0,0,0.53122,0,0
75,dart,324,0.26394,0,0,0.27201,0,0,0.3125,0,0,0.30014,0,0,0.29118,0,0,0.26525,0,0,0.3125,0,0,0.26842,0,0,0.3125,0,0,0.28674,0,0,0.25721,0,0,0.27954,0,0,0.3467,0,0,0.26,0,0,0.27774,0,0,0.27733,0,0,0.36774,0,0,0.28087,0,0,0.28894,0,0,0.30589,0,0,0.32535,0,0,0.33333,0,0,0.32819,0,0,0.26351,0,0,0.2805,0,0
76,dart,82,0.30234,0,0,0.25894,0,0,0.3125,0,0,0.3,0,0,0.33576,0,0,0.30849,0,0,0.26988,0,0,0.32144,0,0,0.31971,0,0,0.25556,0,0,0.25806,0,0,0.275,0,0,0.30828,0,0,0.26779,0,0,0.3125,0,0,0.25737,0,0,0.26613,0,0,0.26959,0,0,0.31342,0,0,0.3125,0,0,0.34532,0,0,0.3125,0,0,0.29167,0,0,0.3,0,0,0.3125,0,0
77,dart,76,0.32705,0,0,0.275,0,0,0.37158,0,0,0.33333,0,0,0.34173,0,0,0.3031,0,0,0.3125,0,0,0.26389,0,0,0.44658,0,0,0.33401,0,0,0.35423,0,0,0.375,0,0,0.28568,0,0,0.27273,0,0,0.26136,0,0,0.2625,0,0,0.27844,0,0,0.38927,0,0,0.30849,0,0,0.26471,0,0,0.3125,0,0,0.3125,0,0,0.32461,0,0,0.26316,0,0,0.26471,0,0
78,dart,76,0.28125,0,0,0.3125,0,0,0.375,0,0,0.3277,0,0,0.3,0,0,0.10423,0,0,0.34397,0,0,0.31272,0,0,0.3493,0,0,0.28125,0,0,0.28571,0,0,0.288,0,0,0.28125,0,0,0.33578,0,0,0.28571,0,0,0.27273,0,0,0.275,0,0,0.33786,0,0,0.26923,0,0,0.26562,0,0,0.29167,0,0,0.28125,0,0,0.26923,0,0,0.28571,0,0,0.26,0,0
79,dart,69,0.275,0,0,0.3125,0,0,0.26923,0,0,0.26042,0,0,0.26562,0,0,0.32351,0,0,0.3,0,0,0.3125,0,0,0.33008,0,0,0.33838,0,0,0.3507,0,0,0.25758,0,0,0.32412,0,0,0.3331,0,0,0.275,0,0,0.25735,0,0,0.35711,0,0,0.25833,0,0,0.25926,0,0,0.3,0,0,0.3125,0,0,0.26087,0,0,0.3,0,0,0.26786,0,0,0.25962,0,0
80,dart,708,0.3125,0,0,0.26667,0,0,0.35256,0,0,0.31875,0,0,0.325,0,0,0.26786,0,0,0.33523,0,0,0.27778,0,0,0.30903,0,0,0.26562,0,0,0.34167,0,0,0.3125,0,0,0.25962,0,0,0.26569,0,0,0.25862,0,0,0.27942,0,0,0.25833,0,0,0.26471,0,0,0.30903,0,0,0.3625,0,0,0.25,0,0,0.25893,0,0,0.28125,0,0,0.30893,0,0,0.26667,0,0
81,dart,200,0.34375,0,0,0.3,0,0,0.28849,0,0,0.31349,0,0,0.3125,0,0,0.275,0,0,0.2596,0,0,0.40991,0,0,0.47223,0,0,0.34383,0,0,0.3,0,0,0.3176,0,0,0.27273,0,0,0.3125,0,0,0.27778,0,0,0.3125,0,0,0.3449,0,0,0.30278,0,0,0.26562,0,0,0.29167,0,0,0.32727,0,0,0.3125,0,0,0.3,0,0,0.28571,0,0,0.27778,0,0
82,dart,942,0.30087,0,0,0.27816,0,0,0.34191,0,0,0.29423,0,0,0.25,0,0,0.2625,0,0,0.26,0,0,0.29608,0,0,0.27313,0,0,0.3325,0,0,0.28125,0,0,0.26136,0,0,0.27836,0,0,0.3,0,0,0.30757,0,0,0.26409,0,0,0.3202,0,0,0.34028,0,0,0.27986,0,0,0.26136,0,0,0.25962,0,0,0.35682,0,0,0.285,0,0,0.32941,0,0,0.27852,0,0
83,dart,287,0.34592,0,0,0.28571,0,0,0.3125,0,0,0.27696,0,0,0.275,0,0,0.36624,0,0,0.32925,0,0,0.34753,0,0,0.31109,0,0,0.31208,0,0,0.30367,0,0,0.42393,0,0,0.26667,0,0,0.27151,0,0,0.31265,0,0,0.34489,0,0,0.27154,0,0,0.32548,0,0,0.31067,0,0,0.272,0,0,0.33964,0,0,0.30867,0,0,0.27083,0,0,0.30017,0,0,0.26992,0,0
84,dart,965,0.31316,0,0,0.2625,0,0,0.27849,0,0,0.29773,0,0,0.29356,0,0,0.3125,0,0,0.34943,0,0,0.34167,0,0,0.32566,0,0,0.29708,0,0,0.32337,0,0,0.26136,0,0,0.275,0,0,0.26819,0,0,0.27083,0,0,0.29167,0,0,0.34821,0,0,0.26786,0,0,0.27273,0,0,0.39674,0,0,0.31429,0,0,0.27083,0,0,0.28125,0,0,0.36264,0,0,0.26786,0,0
85,dart,104,0.25,0,0,0.20339,0,0,0.30889,0,0,0.2,0,0,0.30002,0,0,0.23054,0,0,0.21238,0,0,0.23686,0,0,0.26871,0,0,0.20871,0,0,0.22939,0,0,0.30002,0,0,0.22666,0,0,0.25,0,0,0.26273,0,0,0.25028,0,0,0.25047,0,0,0.17547,0,0,0.20833,0,0,0.25,0,0,0.26513,0,0,0.32156,0,0,0.3125,0,0,0.25,0,0,0.27121,0,0
86,dart,345,0.25935,0,0,0.35,0,0,0.38333,0,0,0.31696,0,0,0.375,0,0,0.29167,0,0,0.28571,0,0,0.40714,0,0,0.28009,0,0,0.30442,0,0,0.41667,0,0,0.31818,0,0,0.2946,0,0,0.28571,0,0,0.37502,0,0,0.32704,0,0,0.34192,0,0,0.26087,0,0,0.35417,0,0,0.40625,0,0,0.27083,0,0,0.26471,0,0,0.26316,0,0,0.375,0,0,0.4127,0,0
87,dart,2546,0.28226,0,0,0.35417,0,0,0.41964,0,0,0.26136,0,0,0.42143,0,0,0.33514,0,0,0.46765,0,0,0.29545,0,0,0.4,0,0,0.38542,0,0,0.4504,0,0,0.36607,0,0,0.375,0,0,0.40278,0,0,0.3875,0,0,0.36364,0,0,0.30263,0,0,0.3875,0,0,0.32248,0,0,0.39835,0,0,0.37273,0,0,0.45833,0,0,0.4375,0,0,0.38285,0,0,0.48333,0,0
88,dart,329,0.33003,0,0,0.2786,0,0,0.375,0,0,0.3125,0,0,0.26389,0,0,0.28263,0,0,0.29128,0,0,0.32388,0,0,0.31003,0,0,0.32382,0,0,0.30278,0,0,0.33426,0,0,0.3263,0,0,0.3125,0,0,0.33523,0,0,0.3125,0,0,0.35795,0,0,0.26471,0,0,0.27441,0,0,0.33333,0,0,0.27567,0,0,0.2619,0,0,0.275,0,0,0.3125,0,0,0.29882,0,0
89,dart,80,0.3005,0,0,0.33069,0,0,0.32756,0,0,0.2619,0,0,0.32222,0,0,0.32017,0,0,0.28211,0,0,0.33334,0,0,0.31307,0,0,0.31093,0,0,0.33077,0,0,0.25658,0,0,0.25758,0,0,0.25714,0,0,0.27593,0,0,0.3117,0,0,0.43446,0,0,0.32403,0,0,0.31971,0,0,0.29167,0,0,0.3,0,0,0.33333,0,0,0.26672,0,0,0.2561,0,0,0.31626,0,0
90,dart,439,0.29538,0,0,0.26682,0,0,0.32565,0,0,0.28414,0,0,0.30611,0,0,0.26308,0,0,0.28284,0,0,0.28121,0,0,0.25926,0,0,0.29962,0,0,0.34167,0,0,0.34039,0,0,0.34066,0,0,0.28018,0,0,0.27273,0,0,0.29168,0,0,0.28709,0,0,0.34821,0,0,0.32715,0,0,0.33298,0,0,0.27502,0,0,0.33052,0,0,0.31014,0,0,0.32702,0,0,0.30257,0,0
91,dart,1353,0.28697,0,0,0.27566,0,0,0.33333,0,0,0.25926,0,0,0.28125,0,0,0.30139,0,0,0.27083,0,0,0.625,0,0,0.32056,0,0,0.25676,0,0,0.275,0,0,0.3125,0,0,0.27083,0,0,0.26389,0,0,0.3131,0,0,0.3125,0,0,0.28554,0,0,0.31042,0,0,0.26471,0,0,0.28229,0,0,0.27586,0,0,0.26136,0,0,0.27042,0,0,0.25862,0,0,0.30184,0,0
92,dart,219,0.2864,0,0,0.5625,0,0,0.3125,0,0,0.3625,0,0,0.29597,0,0,0.3626,0,0,0.40714,0,0,0.33578,0,0,0.35772,0,0,0.27575,0,0,0.3125,0,0,0.4375,0,0,0.33125,0,0,0.34344,0,0,0.33974,0,0,0.425,0,0,0.32778,0,0,0.33899,0,0,0.34676,0,0,0.35947,0,0,0.54167,0,0,0.35417,0,0,0.34035,0,0,0.26,0,0,0.35418,0,0
93,dart,237,0.31251,0,0,0.375,0,0,0.33333,0,0,0.33333,0,0,0.30625,0,0,0.41667,0,0,0.34821,0,0,0.5,0,0,0.3,0,0,0.33681,0,0,0.275,0,0,0.38338,0,0,0.34722,0,0,0.375,0,0,0.34167,0,0,0.38889,0,0,0.43333,0,0,0.27732,0,0,0.31819,0,0,0.34597,0,0,0.3375,0,0,0.41111,0,0,0.26316,0,0,0.34821,0,0,0.3125,0,0
94,dart,1486,0.36513,0,0,0.33333,0,0,0.38333,0,0,0.375,0,0,0.31389,0,0,0.27859,0,0,0.27705,0,0,0.275,0,0,0.29167,0,0,0.34191,0,0,0.29688,0,0,0.3125,0,0,0.32381,0,0,0.34375,0,0,0.3125,0,0,0.28571,0,0,0.30119,0,0,0.27273,0,0,0.27778,0,0,0.26562,0,0,0.26316,0,0,0.39583,0,0,0.35197,0,0,0.26562,0,0,0.3125,0,0
95,dart,1112,0.28846,0,0,0.26562,0,0,0.375,0,0,0.34135,0,0,0.37745,0,0,0.37917,0,0,0.27586,0,0,0.2625,0,0,0.2875,0,0,0.30571,0,0,0.44048,0,0,0.32212,0,0,0.28206,0,0,0.2819,0,0,0.27945,0,0,0.32639,0,0,0.25862,0,0,0.34191,0,0,0.33277,0,0,0.27129,0,0,0.25,0,0,0.32586,0,0,0.31696,0,0,0.30197,0,0,0.35256,0,0
96,dart,493,0.28633,0,0,0.3,0,0,0.30834,0,0,0.25714,0,0,0.32813,0,0,0.3,0,0,0.34375,0,0,0.34423,0,0,0.27083,0,0,0.29688,0,0,0.25962,0,0,0.35026,0,0,0.32624,0,0,0.37943,0,0,0.25,0,0,0.25893,0,0,0.27778,0,0,0.28125,0,0,0.29167,0,0,0.3,0,0,0.25962,0,0,0.27819,0,0,0.3125,0,0,0.3,0,0,0.2625,0,0
97,dart,780,0.36806,0,0,0.3,0,0,0.29167,0,0,0.33681,0,0,0.25862,0,0,0.28939,0,0,0.38393,0,0,0.25,0,0,0.26,0,0,0.3625,0,0,0.30844,0,0,0.28709,0,0,0.375,0,0,0.275,0,0,0.31563,0,0,0.26471,0,0,0.27475,0,0,0.33631,0,0,0.375,0,0,0.41667,0,0,0.28571,0,0,0.3,0,0,0.27327,0,0,0.25893,0,0,0.325,0,0
98,dart,214,0.25962,0,0,0.30531,0,0,0.26136,0,0,0.26136,0,0,0.32458,0,0,0.32235,0,0,0.3367,0,0,0.33187,0,0,0.26316,0,0,0.2619,0,0,0.29167,0,0,0.28571,0,0,0.26156,0,0,0.35417,0,0,0.28181,0,0,0.31067,0,0,0.26087,0,0,0.26562,0,0,0.344,0,0,0.32359,0,0,0.28125,0,0,0.26136,0,0,0.26087,0,0,0.2625,0,0,0.3125,0,0
99,dart,730,0.26667,0,0,0.33333,0,0,0.28571,0,0,0.3625,0,0,0.44318,0,0,0.36667,0,0,0.3125,0,0,0.34375,0,0,0.39583,0,0,0.33333,0,0,0.36932,0,0,0.3125,0,0,0.38393,0,0,0.32778,0,0,0.28229,0,0,0.34028,0,0,0.3625,0,0,0.3125,0,0,0.26923,0,0,0.30278,0,0,0.2625,0,0,0.3002,0,0,0.3125,0,0,0.425,0,0,0.35,0,0
100,dart,485,0.30683,0,0,0.33251,0,0,0.32059,0,0,0.32251,0,0,0.28963,0,0,0.31098,0,0,0.27273,0,0,0.275,0,0,0.30373,0,0,0.38248,0,0,0.26969,0,0,0.35258,0,0,0.26924,0,0,0.31669,0,0,0.27882,0,0,0.29726,0,0,0.29468,0,0,0.33631,0,0,0.28742,0,0,0.34826,0,0,0.33103,0,0,0.2735,0,0,0.27083,0,0,0.33117,0,0,0.35441,0,0
101,dart,484,0.32042,0,0,0.28571,0,0,0.3215,0,0,0.36264,0,0,0.3104,0,0,0.4375,0,0,0.26,0,0,0.27297,0,0,0.31119,0,0,0.32044,0,0,0.26316,0,0,0.3125,0,0,0.34209,0,0,0.2728,0,0,0.25806,0,0,0.25926,0,0,0.25694,0,0,0.3125,0,0,0.27567,0,0,0.27273,0,0,0.32066,0,0,0.30212,0,0,0.25758,0,0,0.31677,0,0,0.32523,0,0
102,dart,43,0.26136,0,0,0.29358,0,0,0.2678,0,0,0.32519,0,0,0.3755,0,0,0.30419,0,0,0.28571,0,0,0.26136,0,0,0.25568,0,0,0.28245,0,0,0.29191,0,0,0.28776,0,0,0.30204,0,0,0.32389,0,0,0.29305,0,0,0.29931,0,0,0.30972,0,0,0.29167,0,0,0.3125,0,0,0.26389,0,0,0.32093,0,0,0.3125,0,0,0.3131,0,0,0.26471,0,0,0.3,0,0
103,dart,43,0.29167,0,0,0.27539,0,0,0.4211,0,0,0.43786,0,0,0.40563,0,0,0.33468,0,0,0.3,0,0,0.25481,0,0,0.3399,0,0,0.36099,0,0,0.29167,0,0,0.46625,0,0,0.29068,0,0,0.29516,0,0,0.33729,0,0,0.31452,0,0,0.3753,0,0,0.29167,0,0,0.32884,0,0,0.29334,0,0,0.28571,0,0,0.375,0,0,0.34606,0,0,0.28125,0,0,0.27778,0,0
104,dart,419,0.375,0,0,0.2786,0,0,0.41667,0,0,0.45538,0,0,0.26562,0,0,0.26786,0,0,0.26389,0,0,0.3,0,0,0.30238,0,0,0.375,0,0,0.3125,0,0,0.35238,0,0,0.28709,0,0,0.36071,0,0,0.32109,0,0,0.30394,0,0,0.3125,0,0,0.26042,0,0,0.28125,0,0,0.275,0,0,0.35417,0,0,0.32323,0,0,0.28571,0,0,0.27083,0,0,0.275,0,0
105,dart,691,0.33333,0,0,0.36012,0,0,0.26923,0,0,0.375,0,0,0.3125,0,0,0.32045,0,0,0.27778,0,0,0.375,0,0,0.27778,0,0,0.3625,0,0,0.27273,0,0,0.3625,0,0,0.51818,0,0,0.30655,0,0,0.34167,0,0,0.4375,0,0,0.34167,0,0,0.28571,0,0,0.29167,0,0,0.31971,0,0,0.32386,0,0,0.27778,0,0,0.27859,0,0,0.375,0,0,0.4375,0,0
106,dart,1238,0.33788,0,0,0.2619,0,0,0.36111,0,0,0.3625,0,0,0.41667,0,0,0.33947,0,0,0.26923,0,0,0.35263,0,0,0.46875,0,0,0.26588,0,0,0.28166,0,0,0.30694,0,0,0.44841,0,0,0.3625,0,0,0.32112,0,0,0.26819,0,0,0.32056,0,0,0.31696,0,0,0.32008,0,0,0.37829,0,0,0.34167,0,0,0.27042,0,0,0.38333,0,0,0.32917,0,0,0.2765,0,0
107,dart,1173,0.3,0,0,0.4375,0,0,0.38333,0,0,0.375,0,0,0.32853,0,0,0.30238,0,0,0.26923,0,0,0.27,0,0,0.43056,0,0,0.41667,0,0,0.3225,0,0,0.38889,0,0,0.39375,0,0,0.36538,0,0,0.35268,0,0,0.27273,0,0,0.3125,0,0,0.34821,0,0,0.41667,0,0,0.425,0,0,0.45417,0,0,0.33704,0,0,0.43333,0,0,0.36458,0,0,0.34167,0,0
108,dart,1076,0.35172,0,0,0.29434,0,0,0.29658,0,0,0.34698,0,0,0.2836,0,0,0.29752,0,0,0.26042,0,0,0.25862,0,0,0.38889,0,0,0.29658,0,0,0.32778,0,0,0.33333,0,0,0.425,0,0,0.35817,0,0,0.30915,0,0,0.42424,0,0,0.375,0,0,0.36397,0,0,0.37143,0,0,0.35965,0,0,0.35,0,0,0.27206,0,0,0.29764,0,0,0.3588,0,0,0.40625,0,0
109,dart,3076,0.3225,0,0,0.3125,0,0,0.3592,0,0,0.25893,0,0,0.27083,0,0,0.35417,0,0,0.2625,0,0,0.27273,0,0,0.26,0,0,0.38393,0,0,0.32344,0,0,0.31971,0,0,0.34375,0,0,0.29356,0,0,0.37917,0,0,0.31515,0,0,0.34375,0,0,0.26087,0,0,0.32917,0,0,0.3,0,0,0.2901,0,0,0.29167,0,0,0.28709,0,0,0.27273,0,0,0.29804,0,0
110,dart,435,0.27129,0,0,0.33103,0,0,0.33523,0,0,0.27595,0,0,0.34375,0,0,0.27787,0,0,0.30929,0,0,0.325,0,0,0.29802,0,0,0.2785,0,0,0.38542,0,0,0.26471,0,0,0.35606,0,0,0.39583,0,0,0.28169,0,0,0.29822,0,0,0.3125,0,0,0.30935,0,0,0.275,0,0,0.33175,0,0,0.34127,0,0,0.38068,0,0,0.3,0,0,0.25641,0,0,0.26471,0,0
111,dart,874,0.2625,0,0,0.33168,0,0,0.28456,0,0,0.26316,0,0,0.33303,0,0,0.39583,0,0,0.34822,0,0,0.32337,0,0,0.475,0,0,0.45833,0,0,0.26316,0,0,0.27224,0,0,0.26853,0,0,0.2625,0,0,0.26923,0,0,0.32721,0,0,0.36869,0,0,0.3125,0,0,0.3,0,0,0.33409,0,0,0.26087,0,0,0.33038,0,0,0.30278,0,0,0.26786,0,0,0.27129,0,0
112,dart,2146,0.27129,0,0,0.3109,0,0,0.28697,0,0,0.375,0,0,0.2625,0,0,0.32344,0,0,0.27129,0,0,0.31667,0,0,0.325,0,0,0.41912,0,0,0.37787,0,0,0.3,0,0,0.275,0,0,0.34191,0,0,0.475,0,0,0.33836,0,0,0.3125,0,0,0.2625,0,0,0.3125,0,0,0.36111,0,0,0.35256,0,0,0.34167,0,0,0.32,0,0,0.28571,0,0,0.33333,0,0
