task_id,filename,category,difficulty,generator_provider,generator_model,reference_length,dart_source_chars,function_chars,tests_count,tests_chars,assembly_chars,assembly_lines,cfg_blocks,region_count_ceil_blocks_div_16,blocks_over_first_region,edge_records,cfg_edge_count,dataflow_edge_count,parsed_instruction_count,isolated_nodes,unreachable_nodes,compile_successes_of_10,pass_successes_of_10,any_compile,any_pass,compile_at_1,compile_at_5,pass_at_1,pass_at_5,pass_at_10,mean_codebleu_all_candidates,mean_codebleu_compiled_candidates,long_reference_ge_1000,semantic_failure_all_10
syn_0454,syn_0454.dart,"string encoding/decoding (run-length, caesar, simple checksums)",easy,or_kimi,moonshotai/kimi-k2.6,598,598,22,1,1096,2040,50,10,1,0,43,13,30,43,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.49132699999999996,0.580244,0,1
syn_0455,syn_0455.dart,"bit manipulation (masks, popcount, rotations, flags)",medium,or_kimi,moonshotai/kimi-k2.6,1425,1425,21,1,1163,4420,96,36,3,20,103,52,51,89,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.609995,0.642128,1,1
syn_0461,syn_0461.dart,two-pointer and sliding-window techniques,easy,or_kimi,moonshotai/kimi-k2.6,765,765,21,1,1171,3195,74,20,2,4,99,26,73,67,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.581647,0.622132,0,1
syn_0462,syn_0462.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",easy,or_kimi,moonshotai/kimi-k2.6,592,592,22,1,1242,5050,118,24,2,8,109,33,76,111,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.643196,0.6458922222222222,0,1
syn_0467,syn_0467.dart,"list/collection transformations (map, fold, dedupe, partition)",medium,or_kimi,moonshotai/kimi-k2.6,891,891,24,1,1181,2661,64,16,1,0,74,22,52,57,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.6126590000000001,0.6130071428571429,0,1
syn_0476,syn_0476.dart,Map/Set based frequency counting and grouping,easy,or_kimi,moonshotai/kimi-k2.6,593,593,23,1,1145,5114,117,26,2,10,105,35,70,110,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.576284,0.5890388888888889,0,1
syn_0477,syn_0477.dart,"dynamic programming on 1D/2D arrays (small, iterative)",hard,or_kimi,moonshotai/kimi-k2.6,1389,1389,24,1,1127,11594,264,55,4,39,227,77,150,257,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.5676910000000001,0.6037883333333333,1,1
syn_0482,syn_0482.dart,Map/Set based frequency counting and grouping,medium,or_kimi,moonshotai/kimi-k2.6,1142,1142,36,1,1208,9066,205,47,3,31,187,65,122,198,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.7240960000000001,0.7233499999999999,1,1
syn_0486,syn_0486.dart,"bit manipulation (masks, popcount, rotations, flags)",easy,or_kimi,moonshotai/kimi-k2.6,537,537,21,1,1086,1567,40,6,1,0,20,7,13,33,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.48820699999999995,0.4930316666666667,0,1
syn_0491,syn_0491.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",easy,or_kimi,moonshotai/kimi-k2.6,505,505,21,1,1139,2106,52,13,1,0,49,16,33,45,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.585731,0.578708,0,1
syn_0494,syn_0494.dart,sorting and ordering with custom comparators,easy,or_kimi,moonshotai/kimi-k2.6,876,876,35,1,1276,17857,409,85,6,69,445,113,332,396,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.668227,0.65789,0,1
syn_0495,syn_0495.dart,"list/collection transformations (map, fold, dedupe, partition)",hard,or_kimi,moonshotai/kimi-k2.6,1494,1494,23,1,1332,23989,551,98,7,82,387,135,252,542,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6265240000000001,,1,1
syn_0498,syn_0498.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",medium,or_qwen_max,qwen/qwen3.7-max,686,686,18,1,1126,4234,96,29,2,13,159,38,121,89,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.602447,0.61075,0,1
syn_0517,syn_0517.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",easy,or_qwen_max,qwen/qwen3.7-max,635,635,25,1,1387,2619,60,20,2,4,82,26,56,53,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.5314099999999999,0.53138,0,1
syn_0528,syn_0528.dart,Map/Set based frequency counting and grouping,easy,or_qwen_max,qwen/qwen3.7-max,663,663,24,1,1360,7800,178,37,3,21,133,50,83,171,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.618266,0.6200722222222222,0,1
syn_0538,syn_0538.dart,string parsing and tokenization,hard,or_qwen_max,qwen/qwen3.7-max,2183,2183,22,1,1440,41331,973,155,10,139,649,213,436,962,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.620538,0.58621,1,1
syn_0540,syn_0540.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",medium,or_qwen_max,qwen/qwen3.7-max,1010,1010,29,1,1492,15126,343,69,5,53,307,97,210,336,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.621384,0.6576385714285714,1,1
syn_0542,syn_0542.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",easy,or_qwen_max,qwen/qwen3.7-max,706,706,16,1,1230,7358,171,31,2,15,161,42,119,164,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.631774,0.6760042857142857,0,1
syn_0544,syn_0544.dart,two-pointer and sliding-window techniques,easy,or_qwen_max,qwen/qwen3.7-max,675,675,21,1,1280,6387,146,28,2,12,154,38,116,139,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.5915440000000001,0.5910455555555556,0,1
syn_0552,syn_0552.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",hard,or_qwen_max,qwen/qwen3.7-max,1785,1785,22,1,1315,42520,994,204,13,188,932,291,641,985,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.405799,0.4114375,1,1
syn_0562,syn_0562.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",easy,or_qwen_max,qwen/qwen3.7-max,368,368,11,1,1086,1771,44,10,1,0,44,12,32,37,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.46592700000000004,0.46952125,0,1
syn_0579,syn_0579.dart,Map/Set based frequency counting and grouping,medium,or_qwen_max,qwen/qwen3.7-max,904,904,24,1,1269,12567,298,47,3,31,157,67,90,287,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.597205,0.6099785714285714,0,1
syn_0585,syn_0585.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",easy,or_qwen_max,qwen/qwen3.7-max,524,524,20,1,1148,1444,38,6,1,0,20,7,13,31,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.509046,0.4811925,0,1
syn_0588,syn_0588.dart,"bit manipulation (masks, popcount, rotations, flags)",hard,or_qwen_max,qwen/qwen3.7-max,1208,1208,17,1,1397,8233,185,47,3,31,295,64,231,178,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.574579,0.6663,1,1
syn_0592,syn_0592.dart,"dynamic programming on 1D/2D arrays (small, iterative)",medium,or_qwen_max,qwen/qwen3.7-max,1532,1532,17,1,1186,37832,888,166,11,150,893,240,653,881,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.667551,0.67893,1,1
syn_0600,syn_0600.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",hard,or_qwen_max,qwen/qwen3.7-max,2037,2037,26,1,1463,41296,951,184,12,168,1015,265,750,944,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.631038,0.622085,1,1
syn_0611,syn_0611.dart,"list/collection transformations (map, fold, dedupe, partition)",hard,or_qwen_max,qwen/qwen3.7-max,1617,1617,20,1,1145,8109,189,40,3,24,165,53,112,182,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.672464,0.6762199999999999,1,1
syn_0621,syn_0621.dart,"search problems (binary search variants, kth element)",medium,or_qwen_max,qwen/qwen3.7-max,845,845,18,1,1118,3878,93,26,2,10,104,33,71,86,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.62603,0.63789,0,1
syn_0625,syn_0625.dart,"state machine simulation (parsers for tiny grammars, token scanners)",hard,or_qwen_max,qwen/qwen3.7-max,1178,1178,22,1,1156,11809,283,51,4,35,182,65,117,276,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.5657099999999999,0.6036033333333334,1,1
syn_0626,syn_0626.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",easy,or_qwen_max,qwen/qwen3.7-max,595,595,24,1,1126,2797,66,15,1,0,50,19,31,59,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.64263,0.64734375,0,1
syn_0631,syn_0631.dart,matrix / 2D grid traversal and transformation,hard,or_qwen_max,qwen/qwen3.7-max,1226,1226,25,1,1322,15336,354,62,4,46,327,85,242,347,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.386876,0.40621666666666667,1,1
syn_0632,syn_0632.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",medium,or_qwen_max,qwen/qwen3.7-max,1146,1146,23,1,1393,17143,386,67,5,51,324,92,232,379,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.593388,0.60464875,1,1
syn_0634,syn_0634.dart,string parsing and tokenization,easy,or_qwen_max,qwen/qwen3.7-max,551,551,19,1,1131,5853,128,35,3,19,140,47,93,121,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.503764,0.530165,0,1
syn_0635,syn_0635.dart,"string encoding/decoding (run-length, caesar, simple checksums)",medium,or_qwen_max,qwen/qwen3.7-max,851,851,19,1,1156,9508,216,44,3,28,299,61,238,209,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.630591,0.6194883333333333,0,1
syn_0641,syn_0641.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",medium,or_qwen_max,qwen/qwen3.7-max,909,909,20,1,1543,15279,360,57,4,41,245,77,168,349,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.680992,0.6642625,0,1
syn_0647,syn_0647.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",easy,or_qwen_max,qwen/qwen3.7-max,600,600,28,1,1181,4928,117,26,2,10,85,34,51,110,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.6069519999999999,0.6081433333333334,0,1
syn_0650,syn_0650.dart,"state machine simulation (parsers for tiny grammars, token scanners)",medium,or_qwen_max,qwen/qwen3.7-max,1469,1469,25,1,1177,9607,215,50,4,34,192,70,122,208,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.646523,0.642976,1,1
syn_0652,syn_0652.dart,"search problems (binary search variants, kth element)",easy,or_qwen_max,qwen/qwen3.7-max,637,637,12,1,1177,3728,84,27,2,11,90,37,53,77,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.37509000000000003,0.3800433333333333,0,1
syn_0654,syn_0654.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",easy,or_qwen_max,qwen/qwen3.7-max,809,809,19,1,1305,5462,126,28,2,12,154,37,117,119,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.580946,0.602582,0,1
syn_0660,syn_0660.dart,"bit manipulation (masks, popcount, rotations, flags)",hard,or_qwen_max,qwen/qwen3.7-max,1096,1096,18,1,1097,4474,101,30,2,14,159,39,120,94,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.530598,0.600718,1,1
syn_0670,syn_0670.dart,"search problems (binary search variants, kth element)",medium,or_qwen_max,qwen/qwen3.7-max,1097,1097,20,1,1410,8076,191,40,3,24,190,53,137,184,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.630119,0.6907866666666665,1,1
syn_0674,syn_0674.dart,"string encoding/decoding (run-length, caesar, simple checksums)",medium,or_qwen_max,qwen/qwen3.7-max,1149,1149,22,1,1202,7644,179,37,3,21,149,47,102,172,0,0,10,0,1,0,1.0,1.0,0.0,0.0,0.0,0.6760200000000001,0.6760200000000001,1,1
syn_0677,syn_0677.dart,string parsing and tokenization,easy,or_qwen_max,qwen/qwen3.7-max,520,520,16,1,1138,3143,72,20,2,4,51,24,27,65,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.48027300000000006,0.5465533333333333,0,1
syn_0681,syn_0681.dart,"list/collection transformations (map, fold, dedupe, partition)",medium,or_qwen_max,qwen/qwen3.7-max,1087,1087,20,1,1248,9201,203,50,4,34,360,76,284,196,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.623143,0.651175,1,1
syn_0689,syn_0689.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",easy,or_qwen_max,qwen/qwen3.7-max,606,606,18,1,1152,5498,131,27,2,11,103,36,67,124,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.49538099999999996,0.5076075,0,1
syn_0690,syn_0690.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",medium,or_qwen_max,qwen/qwen3.7-max,1030,1030,21,1,1322,12299,297,48,3,32,173,65,108,288,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.614483,0.64334125,1,1
syn_0700,syn_0700.dart,"bit manipulation (masks, popcount, rotations, flags)",medium,or_qwen_max,qwen/qwen3.7-max,1031,1031,22,1,1308,13855,324,62,4,46,306,82,224,317,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.605766,0.62102,1,1
syn_0701,syn_0701.dart,sorting and ordering with custom comparators,medium,or_qwen_max,qwen/qwen3.7-max,1132,1132,22,1,2182,14830,349,60,4,44,211,78,133,338,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.6066659999999999,0.6625366666666667,1,1
syn_0705,syn_0705.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",hard,or_qwen_max,qwen/qwen3.7-max,1447,1447,15,1,1350,12816,291,68,5,52,300,97,203,284,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.685407,0.69395,1,1
syn_0707,syn_0707.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",hard,or_qwen_max,qwen/qwen3.7-max,1349,1349,28,1,1291,15581,369,70,5,54,277,95,182,360,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.626441,0.63723,1,1
syn_0711,syn_0711.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",easy,or_qwen_max,qwen/qwen3.7-max,587,587,22,1,1165,3570,85,13,1,0,49,16,33,78,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.536724,0.51499,0,1
syn_0715,syn_0715.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",easy,or_qwen_max,qwen/qwen3.7-max,739,739,26,1,1240,6444,150,30,2,14,137,42,95,143,0,0,10,4,1,1,1.0,1.0,0.4,0.9761904761904762,1.0,0.7634299999999999,0.7634299999999999,0,0
syn_0716,syn_0716.dart,sorting and ordering with custom comparators,hard,or_qwen_max,qwen/qwen3.7-max,1994,1994,20,1,1400,22834,549,91,6,75,395,124,271,542,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.443102,0.4447,1,1
syn_0718,syn_0718.dart,Map/Set based frequency counting and grouping,medium,or_qwen_max,qwen/qwen3.7-max,1000,1000,29,1,1367,16864,384,77,5,61,317,109,208,375,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.489561,0.6207750000000001,1,1
syn_0728,syn_0728.dart,string parsing and tokenization,easy,or_qwen_plus,qwen/qwen3.7-plus,548,548,22,1,1127,7396,163,36,3,20,145,47,98,156,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.482006,0.510965,0,1
syn_0729,syn_0729.dart,"bit manipulation (masks, popcount, rotations, flags)",hard,or_qwen_plus,qwen/qwen3.7-plus,880,880,23,1,1091,3121,75,19,2,3,66,24,42,68,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.547559,0.5131483333333333,0,1
syn_0739,syn_0739.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",hard,or_qwen_plus,qwen/qwen3.7-plus,755,755,19,1,1211,6249,140,34,3,18,184,47,137,133,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.530912,0.59104,0,1
syn_0742,syn_0742.dart,"list/collection transformations (map, fold, dedupe, partition)",hard,or_qwen_plus,qwen/qwen3.7-plus,1173,1173,32,1,1348,11451,277,38,3,22,124,48,76,266,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.657897,0.650335,1,1
syn_0743,syn_0743.dart,"state machine simulation (parsers for tiny grammars, token scanners)",medium,or_qwen_plus,qwen/qwen3.7-plus,1051,1051,24,1,1016,8853,188,45,3,29,249,65,184,181,0,0,10,0,1,0,1.0,1.0,0.0,0.0,0.0,0.665468,0.665468,1,1
syn_0752,syn_0752.dart,"dynamic programming on 1D/2D arrays (small, iterative)",easy,or_qwen_plus,qwen/qwen3.7-plus,1000,1000,22,1,1489,11912,261,68,5,52,438,101,337,254,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.325647,0.40335000000000004,1,1
syn_0754,syn_0754.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",medium,or_qwen_plus,qwen/qwen3.7-plus,713,713,18,1,1374,8519,200,39,3,23,192,51,141,193,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.502084,0.5598275,0,1
syn_0757,syn_0757.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",medium,or_qwen_plus,qwen/qwen3.7-plus,1071,1071,22,1,1479,15982,361,59,4,43,269,81,188,354,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.616064,0.582634,1,1
syn_0760,syn_0760.dart,sorting and ordering with custom comparators,hard,or_qwen_plus,qwen/qwen3.7-plus,1202,1202,44,1,1310,20675,493,94,6,78,322,126,196,482,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.399808,,1,1
syn_0770,syn_0770.dart,Map/Set based frequency counting and grouping,hard,or_qwen_plus,qwen/qwen3.7-plus,1117,1117,23,1,1270,16392,395,59,4,43,213,75,138,382,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.567893,0.6273033333333333,1,1
syn_0775,syn_0775.dart,two-pointer and sliding-window techniques,medium,or_qwen_plus,qwen/qwen3.7-plus,1526,1526,23,1,1066,21082,474,119,8,103,463,170,293,467,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.662962,0.6608133333333334,1,1
syn_0777,syn_0777.dart,"string encoding/decoding (run-length, caesar, simple checksums)",hard,or_qwen_plus,qwen/qwen3.7-plus,1146,1146,22,1,1248,9347,214,46,3,30,215,61,154,207,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.614821,0.61805,1,1
syn_0780,syn_0780.dart,"string encoding/decoding (run-length, caesar, simple checksums)",easy,or_qwen_plus,qwen/qwen3.7-plus,673,673,21,1,1196,8447,200,30,2,14,127,41,86,193,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.6316550000000001,0.6678620000000001,0,1
syn_0781,syn_0781.dart,string parsing and tokenization,medium,or_qwen_plus,qwen/qwen3.7-plus,1080,1080,23,1,1375,9536,215,53,4,37,280,72,208,208,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.351771,0.3585175,1,1
syn_0783,syn_0783.dart,matrix / 2D grid traversal and transformation,medium,or_qwen_plus,qwen/qwen3.7-plus,1177,1177,17,1,1121,16505,358,73,5,57,418,105,313,351,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.627823,0.6183500000000001,1,1
syn_0787,syn_0787.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",medium,or_qwen_plus,qwen/qwen3.7-plus,1408,1408,21,1,1309,17347,401,74,5,58,312,99,213,394,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.679884,0.6763088888888888,1,1
syn_0788,syn_0788.dart,Map/Set based frequency counting and grouping,medium,or_qwen_plus,qwen/qwen3.7-plus,1133,1133,24,1,1221,12929,306,58,4,42,199,76,123,299,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.568922,0.6010366666666668,1,1
syn_0794,syn_0794.dart,"bit manipulation (masks, popcount, rotations, flags)",easy,or_qwen_plus,qwen/qwen3.7-plus,506,506,25,1,1129,2459,55,23,2,7,46,30,16,48,0,0,10,0,1,0,1.0,1.0,0.0,0.0,0.0,0.600721,0.600721,0,1
syn_0795,syn_0795.dart,"search problems (binary search variants, kth element)",hard,or_qwen_plus,qwen/qwen3.7-plus,1471,1471,21,1,1526,13631,301,88,6,72,562,129,433,294,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.605684,0.584035,1,1
syn_0805,syn_0805.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",medium,or_qwen_plus,qwen/qwen3.7-plus,1057,1057,22,1,1343,11526,269,51,4,35,244,70,174,262,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.589795,0.58886,1,1
syn_0807,syn_0807.dart,string parsing and tokenization,medium,or_qwen_plus,qwen/qwen3.7-plus,1055,1055,19,1,1334,9567,218,49,4,33,230,67,163,211,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.6517109999999999,0.672056,1,1
syn_0814,syn_0814.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",easy,or_qwen_plus,qwen/qwen3.7-plus,659,659,19,1,1263,7100,162,39,3,23,144,53,91,155,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.585832,0.60209,0,1
syn_0822,syn_0822.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",medium,or_qwen_plus,qwen/qwen3.7-plus,1290,1290,29,1,1625,11414,253,88,6,72,479,127,352,246,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.526368,0.5203375,1,1
syn_0826,syn_0826.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",medium,or_qwen_plus,qwen/qwen3.7-plus,996,996,26,1,1147,13563,305,71,5,55,502,104,398,298,0,0,10,0,1,0,1.0,1.0,0.0,0.0,0.0,0.552389,0.552389,0,1
syn_0827,syn_0827.dart,two-pointer and sliding-window techniques,easy,or_qwen_plus,qwen/qwen3.7-plus,675,675,23,1,1059,5165,120,25,2,9,108,34,74,113,0,0,10,9,1,1,1.0,1.0,0.9,1.0,1.0,0.71671,0.71671,0,0
